"Bacteroidales"	"Clostridiales"	"Erysipelotrichales"	"Lactobacillales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Unclassified_Bacteria"	"Bifidobacteriales"	"Verrucomicrobiales"	"Unclassified_Firmicutes"	"Rhizobiales"
0.640088158519691	0.16564294134788	0.000909297442324504	0.000227324389949368	0	0.000454648768151436	0.116128895093439	0.013639040646982	0.000681973122858909	0	0.0102294192320862	0.00113662171480095
0.537410548092078	0.298045798998986	0.0578745246318161	0.00170314147415768	0.00366174775667556	8.51571147740252e-05	0.0337158293431908	0.00919683875856653	0.00127735637579005	0	0.00281018109221598	0.0149019435567359
0.697071122716268	0.166198112801406	0.013392456798781	0	0.014285228421684	0.000892857024227144	0.00401784633277316	0.00803562780692703	0	0.0303524821545355	0.00580353885029011	0
0	0.323519422168109	0	0.0682699370979465	0.0226823649950782	0.303450013064014	0	0.0305110638624899	0.188989094515699	0	0.0450832951833878	0.000270051306466482
0.217471895840457	0.591636049794807	0.0505946089516342	0.000880281576453113	0.000880281576453113	0.000440140830859452	0	0.011883523120124	0.00704219531428649	0.00880270321760059	0.00792245233522262	0
0.722183598610187	0.186640155326885	0.00206291756725915	0	0.00309437360745883	0	0.00219184971481343	0.00283650986317745	0.00219184971481343	0.00038679730856033	0.00361010046160919	0.00876729356191329
0.511223042872527	0.211532550676603	0.000896304347723636	0.0760436233435739	0.145378157406282	0.000413678973308722	0.00330942583988671	0.0168910886841767	0.00158576877829997	0	0.00151682236375611	6.89464974633019e-05
0.799163693797095	0.0282028199017723	0.00154981030264932	0.0727150241951065	6.19924368829886e-05	0	0.000867894007962317	0.00365754562354548	0	0	0.000867894007962317	0.00427746510373259
0.229785077791651	0.319697963832141	0.000176149373758775	0.185130568567319	0.182878853832669	0.00176149283575366	0.00176149283575366	0.015500524254667	0.0343423771024078	0	0.00405142453401989	0.00422757239927347
0.169778827244706	0.678725013447354	0.00485871761169279	0.00431886366561614	0.000899765939418951	0.00305919983510923	0.00233938962432895	0.0420966171323539	0.0079178586032884	0.00539857014174871	0.012236513058147	0.00647827032451224
0.578019834073838	0.285178318358706	0.00844519711729112	0.00307101244729005	0.059849101387701	0.000383877149880892	0.0103644977364293	0.00690973388388898	0.0011516312233677	0	0.000383877149880892	0
0.667828476599161	0.223325459999555	0.00129087743838979	0.000860585091708744	0.000573723433815398	0.000286861728710573	0.00129087743838979	0.0174976728048059	0.00372919388079759	0.00731490894804208	0.0027251830869738	0.0107571075125504
0.581720910100198	0.294529674310074	0.00767255899263786	0.00213128568400957	0.0245073506202957	0.00532819303286892	0.000852514815745745	0.0049019411528107	0.000213128728139249	0.0223766491921016	0.00916440709796871	0.00404943479824078
0.485651910132267	0.440613559756	0.00886370343678439	0.00295460220134667	0.00053720115600456	0	0.00161160284790144	0.0163839030416229	0.00537198598071786	0.000268600587691545	0.00241740296380616	0
0.812287840107512	0.088079015491378	0.00143988431167115	0	0.000719942342414573	0	0	0.00251979574960635	0.00143988431167115	0	0.000719942342414573	0
0.400406402124978	0.482231146862802	0.00207253737636994	0.000207253884526626	0.00103626924458483	0.000414507760150834	0.00518132396715547	0.039782251868874	0.00953353434140201	0	0.0105697513772853	0.00932628967026469
0.607996697514755	0.310167632338531	0.0137724583740476	0.000366300358108916	0.001538460931574	0.00065934061156813	0.00608054861109048	0.00373625504348559	0.00593403110843683	0	0.00205128061273501	0.00146520094094914
0.400422546197683	0.480865604118793	0.0100633074654889	0.0013934041008884	0.0017030491844937	0	0.0256977443967065	0.00696696639764756	0	0	0.0250786530263707	0.00882478095332287
0.7500521791306	0.149664596490769	0.0023544252969267	0.00028712529753642	0.0113124955953327	0	0.00178017592894816	0.00212472563229877	0.000803950757544554	0	0.00149305101298553	0.00568505034600626
0.719892754750988	0.17010238818089	0.0123817080488185	0.000432937903178109	0.002424449958399	8.65875832323519e-05	0.0138535701974543	0.00086587572520843	0.000606113046272245	0	0.00614767969290665	0.00744646334959213
0.861074910812116	0.0252883523656794	0	0.00160578012082724	0	0	0	0	0	0.000802890319198071	0	0
0.783999307587605	0.0703377257620336	0	0.000380517494622428	0.000380517494622428	0	0.0578064609798797	0.00152206942752544	0	0	0	0.00190258637118424
0.834069015213999	0.0433300932913144	0.00145692900561122	0.000182116189122616	0.00030352697888825	0	0.0133547903005235	0.00418866012471111	6.07053966724828e-05	0	0.00030352697888825	0.000789170075312514
0.530624111454002	0.171461369533681	0.0241522411793168	0.00483089908412044	0.0177124393694894	0	0.0051529562616202	0.00611912445373646	0.0209324487694104	0.1743171324882	0.00289854666591085	0.0119159820952091
0.832586521184086	0.0521319455360089	0.00602950823553877	0.00331624354476794	0.000301477233901692	0	0.00180886244438285	0.00180886244438285	0.000301477233901692	0	0.000602954440402568	0.000301477233901692
0.513700798430376	0.367267763731039	0.00749725214942014	0.000357015344075928	0.0121382238870532	0.000357015344075928	0.00214209047177825	0.0135661672376654	0.000357015344075928	0.0174928600813835	0.00142806092125253	0.0192776349518466
0.82949017198304	0.0629453236927314	0.000752478682529139	8.8526912065672e-05	0.00199185420697105	0	4.42634560761977e-05	0.00225743434330481	0	8.8526912065672e-05	0.000841005566583187	0.00115084960431554
0.798237656045041	0.0578206208388459	0.00863899174584155	9.70685302300152e-05	0.0117450221455001	0.000291205587031611	0.0308628928506404	0.00155309586174695	0	9.70685302300152e-05	0.000582411149368789	0.000194137059545422
0.792306351876306	0.0681650739638503	0.00458309694685705	8.81367881813254e-05	0.00414241720282422	0.00149832484040477	0.00995929243700479	0.00528818265046315	0	0	0.00193900812746755	0.000528820705125037
0.0981103137363667	0.606619397554277	0.047481884077918	0.0232030600979943	0.0174302101130657	0.145687378375077	0.000108944329232145	0.00326832406475167	0.00119838733708371	0	0.00196099667321945	0.00119838733708371
0.752064014450797	0.12904458945525	0.00259547354125922	0.00148312885930771	0.000370782342264272	0	0.00741557905022883	0.0218744142050467	0	0.00667403276698342	0.000741564633553569	0
0.461983477194123	0.467211820682504	0.00735963917332537	0.00155686017356776	7.07664000541612e-05	0	0	0.00629816797184058	0	0	0.00870415730560206	0.0123130424851975
0.54120740963719	0.383031859001408	0.0124429276119564	0.00269042890492615	0.00151336750707569	0.00269042890492615	0.00100891188533663	0.00470823886865182	0.000336304012493673	0	0.00218597438147365	0.00672602966287063
0.0635694446205084	0.297377204853084	0.378267687378304	0.189325103032767	0	0.00340779347990875	0.00113593311428553	0.0056796362569608	0.0102232221474876	0	0.0132521679557929	0.000757288833335057
